"CLient_nbr"|"Client_name"|"Site_Id"|"Site_Type"|"Address"|"City"|"State"|"Zipcode"|"Region"|"Country_cd"|"FTE_HC_at_Location"|"Contingent_HC_at_Location"|"Number_of_Desks"|"Average_Attendance"|"Security_Type"
"200813"|"Disney Studios"|"2489"|"Theatres"|"280 SMITH RANCH RD       "|"SAN RAFAEL     "|"CA "|"94903"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15643"|"Theatres"|"C/O LOEWS CINEPLEX       "|"ARLINGTON      "|"TX "|"76019"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3863"|"Theatres"|"P.O. BOX 677             "|"LEXINGTON      "|"VA "|"24450"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16060"|"Theatres"|"TOM VICK                 "|"WASHINGTON     "|"DC "|"20560"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15203"|"Theatres"|"1341 BOUL WALLBERG STE 10"|"DOLBEAU        "|"QC "|"G8L 1H3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16651"|"Theatres"|"224 WEST 18TH STREET     "|"FORT SCOTT     "|"KS "|"66701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4750"|"Theatres"|"149 MAINE STREET         "|"BRUNSWICK      "|"ME "|"04011"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11388"|"Theatres"|"GLORIA LOVE              "|"ALTUS          "|"OK "|"735236999"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9349"|"Theatres"|"119 NORTH CENTRAL AVE    "|"PARIS          "|"IL "|"61944"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18346"|"Theatres"|"2433 E. GRAND AVE.       "|"LARAMIE        "|"WY "|"82070"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13518"|"Theatres"|"SCOTT ANDREWS/BANK ONE   "|"SHREVEPORT     "|"LA "|"71104"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17039"|"Theatres"|"2457 PARK AVE.           "|"TUSTIN         "|"CA "|"92782"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17665"|"Theatres"|"30 WAINSCOTT STONE RD.   "|"WAINSCOTT      "|"NY "|"11975"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10261"|"Theatres"|"HICKAM FOOD COURT        "|"HICKAM AFB     "|"HI "|"96853"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16244"|"Theatres"|"PAT DENNING              "|"PHILADELPHIA   "|"PA "|"19147"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16985"|"Theatres"|"1151 N. CONGRESS AVE.    "|"BOYNTON BEACH  "|"FL "|"33426"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12681"|"Theatres"|"0110 STAMP STUDENT UNION "|"COLLEGE PARK   "|"MD "|"20742"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4680"|"Theatres"|"DEREK MILLER             "|"BURK'S FALLS   "|"ON "|"P0A 1C0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16287"|"Theatres"|"5340 COUNCIL STREET NE   "|"CEDAR RAPIDS   "|"IA "|"52401"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17911"|"Theatres"|"150 COMMERCE DR          "|"MIDDLETOWN     "|"DE "|"19709"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17741"|"Theatres"|"777 EAST PRINCETON ST.   "|"ORLANDO        "|"FL "|"32803"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16803"|"Theatres"|"ATT: JASON PLOURDE       "|"SEATTLE        "|"WA "|"98122"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11249"|"Theatres"|"                         "|"NEW YORK       "|"NY "|"10001"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"646"|"Theatres"|"19 N. MICHAEL STREET     "|"SAINT MARYS    "|"PA "|"15857"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15144"|"Theatres"|"WASHINGTON CROWN CENTER  "|"WASHINGTON     "|"PA "|"15301"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13566"|"Theatres"|"3000 N MORLEY            "|"MOBERLY        "|"MO "|"65270"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12847"|"Theatres"|"J. MARSHALL              "|"GREENVILLE     "|"NC "|"27858"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11757"|"Theatres"|"6712 HOLLYWOOD           "|"HOLLYWOOD      "|"CA "|"90028"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14049"|"Theatres"|"60 TOWNE CENTER WAY      "|"HAMPTON        "|"VA "|"23666"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1033464"|"Theatres"|"433 N. MATHILDA AVE.     "|"SUNNYVALE      "|"CA "|"94085"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7405"|"Theatres"|"25 WYTHE AVE             "|"CHAUTAUQUA     "|"NY "|"14722"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11987"|"Theatres"|"310 GENESEE STREET       "|"UTICA          "|"NY "|"13502"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6122"|"Theatres"|"309 MORGAN STREET        "|"DURHAM         "|"NC "|"27701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15972"|"Theatres"|"386 LAKEVIEW RD.         "|"BROADALBIN     "|"NY "|"12025"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13254"|"Theatres"|"ASTRO HILL               "|"IQALUIT        "|"NT "|"X0A 0H0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"7047"|"Theatres"|"BOX 98                   "|"NORTON         "|"KS "|"67654"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16949"|"Theatres"|"450 S. 2ND STREET        "|"INDEPENDENCE   "|"OR "|"97351"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8813"|"Theatres"|"416 BRIGGS AVE S,  POB 97"|"PARK RIVER     "|"ND "|"58270"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10495"|"Theatres"|"AUDITORIUM               "|"GLENDALE       "|"CA "|"91205"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1777"|"Theatres"|"30 ST. LOUIS GALLERIA    "|"SAINT LOUIS    "|"MO "|"63117"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14905"|"Theatres"|"7000 BRUSH HOLLOW ROAD   "|"WESTBURY       "|"NY "|"11590"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3036"|"Theatres"|"P.O. BOX 203, STATION A  "|"PRINCE GEORGE  "|"BC "|"V2L 4S1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"15714"|"Theatres"|"5600 HODGENVILLE RD.     "|"GREENSBURG     "|"KY "|"42743"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12181"|"Theatres"|"                         "|"MERCURY        "|"NV "|"89023"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3959"|"Theatres"|"P.O. BOX 11              "|"HAMBURG        "|"IA "|"51640"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18271"|"Theatres"|"91-5431 KAPOLEI PKWY     "|"KAPOLEI        "|"HI "|"96707"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17887"|"Theatres"|"6201 FASHION DRIVE       "|"NANUET         "|"NY "|"10954"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14985"|"Theatres"|"DOVER MALL               "|"DOVER          "|"DE "|"19901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"475"|"Theatres"|"RT. 8 & 208 JUNCTION     "|"CHESTER        "|"WV "|"26034"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14785"|"Theatres"|"P.O. BOX 83              "|"AURORA         "|"NE "|"68818"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17738"|"Theatres"|"217 GRAND STREET         "|"BROOKLYN       "|"NY "|"11211"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17335"|"Theatres"|"2405 HIGHWAY 27          "|"CLERMONT       "|"FL "|"34711"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16344"|"Theatres"|"450 THF BLVD.            "|"CHESTERFIELD   "|"MO "|"63005"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1060729"|"Theatres"|"905 MEMORIAL DRIVE SE    "|"ATLANTA        "|"GA "|"30316"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1422"|"Theatres"|"ROUTES 11 & 233          "|"NEWVILLE       "|"PA "|"17241"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9035"|"Theatres"|"100 RICKEY ROAD          "|"MONTICELLO     "|"IN "|"47960"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13537"|"Theatres"|"GINA CARUSO              "|"BALTIMORE      "|"MD "|"21201"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7663"|"Theatres"|"2350 S.W. WASHINGTON BLVD"|"BARTLESVILLE   "|"OK "|"74006"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16978"|"Theatres"|"3474 ZAFARANO DRIVE      "|"SANTA FE       "|"NM "|"87507"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17137"|"Theatres"|"1111 WYLIE DR.           "|"BLOOMINGTON    "|"IL "|"61701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4637"|"Theatres"|"P.O. BOX 58              "|"HASTINGS       "|"MI "|"49058"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12900"|"Theatres"|"MALTZ PERFORMING ARTS CTR"|"CLEVELAND      "|"OH "|"44106"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14698"|"Theatres"|"1549 GATEWAY BLVD.       "|"FAIRFIELD      "|"CA "|"945336902"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10503"|"Theatres"|"JENO FODOR,   SUITE 100  "|"TORONTO        "|"ON "|"M5J 2T3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13967"|"Theatres"|"17314 I-30               "|"BENTON         "|"AR "|"72015"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17531"|"Theatres"|"1619 PLEASANTON RD.      "|"FT. BLISS      "|"TX "|"79906"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9709"|"Theatres"|"SUITE 100                "|"AUSTIN         "|"TX "|"787596300"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5731"|"Theatres"|"2125 MAIN ST. SE         "|"SNELLVILLE     "|"GA "|"30078"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10294"|"Theatres"|"ROMAN BARATIAK           "|"SANTA BARBARA  "|"CA "|"93106"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2420"|"Theatres"|"P.O. BOX 429             "|"JUNCTION CITY  "|"KS "|"66441"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16023"|"Theatres"|"GEORGE PETRUS            "|"BUTLER         "|"PA "|"16001"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10013"|"Theatres"|"NEWTON TOWN CENTRE       "|"NEWTON         "|"BC "|"V3W 7T9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"12097"|"Theatres"|"FAM, DANNY FORD          "|"WRIGHT-PATTERSO"|"OH "|"45433"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3369"|"Theatres"|"28190 M-152              "|"DOWAGIAC       "|"MI "|"49047"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"194"|"Theatres"|"7501 CRATER LAKE HWY     "|"WHITE CITY     "|"OR "|"97503"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14962"|"Theatres"|"AT MINNESOTA ZOO         "|"APPLE VALLEY   "|"MN "|"55124"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13303"|"Theatres"|"175 ST. LAWRENCE ST.     "|"GANANOQUE      "|"ON "|"K7G 2C4"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"9750"|"Theatres"|"5550 SKY PARK WAY        "|"SANTA PAULA    "|"CA "|"95823"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"426"|"Theatres"|"HIGHLAND PLAZA, HWY 63   "|"HARDY          "|"AR "|"72542"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11409"|"Theatres"|"3160 KERNER BLVD.        "|"SAN RAFAEL     "|"CA "|"94901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3585"|"Theatres"|"WARWICK TPK & RT 94      "|"WARWICK        "|"NY "|"10990"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16037"|"Theatres"|"JANIC LEPINE             "|"MONT TREMBLANT "|"QC "|"J8E 3H2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17904"|"Theatres"|"25 W 52ND STREET         "|"NEW YORK       "|"NY "|"10019"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5823"|"Theatres"|"1140 N GATEWAY DR        "|"MADERA         "|"CA "|"93637"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7632"|"Theatres"|"5368 S 1050 W            "|"OGDEN          "|"UT "|"84403"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16580"|"Theatres"|"305 HARRISON STREET      "|"SEATTLE        "|"WA "|"98109-4600"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8266"|"Theatres"|"130 NW 19TH ST           "|"NEWPORT        "|"OR "|"97365"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14607"|"Theatres"|"ROBERT ALDER, TECH. DIREC"|"HILO           "|"HI "|"96720"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15123"|"Theatres"|"1680 RICHMOND STREET     "|"LONDON         "|"ON "|"N6G 3Y9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16557"|"Theatres"|"1008 E. STATE ST.        "|"ATHENS         "|"OH "|"45701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16499"|"Theatres"|"KIM RITTER               "|"DOVER          "|"DE "|"19901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16169"|"Theatres"|"13331 PRESTON RD.        "|"DALLAS         "|"TX "|"75240"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16310"|"Theatres"|"865 WEST RIDGE BLVD.     "|"ORILLIA        "|"ON "|"L3V 8B3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"8089"|"Theatres"|"6701 CINEMA DRIVE        "|"PORT RICHEY    "|"FL "|"34668"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10470"|"Theatres"|"C/O CELEBRITY CRUISES    "|"MIAMI          "|"FL "|"33142"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"657"|"Theatres"|"407 N MAIN               "|"CARROLL        "|"IA "|"51401"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4117"|"Theatres"|"1116 S. GEORGE NIGH EXPWY"|"MCALESTER      "|"OK "|"74501"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1957"|"Theatres"|"310 MAIN ST              "|"TILLAMOOK      "|"OR "|"97141"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8432"|"Theatres"|"ROBERT CARD              "|"OLD FORGE      "|"NY "|"13420"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11531"|"Theatres"|"109 ELL BLDG/TICKET CTR. "|"BOSTON         "|"MA "|"02115"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17796"|"Theatres"|"465 GRAND BLVD.          "|"MIRAMAR BEACH  "|"FL "|"32550"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17719"|"Theatres"|"3005 CINEMA PLACE        "|"BELLINGHAM     "|"WA "|"98226"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17862"|"Theatres"|"70 S VAN BURENT ST       "|"NASHVILLE      "|"IN "|"47448"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18464"|"Theatres"|"5808 SUNSET BLVD.        "|"LOS ANGELES    "|"CA "|"90028"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15173"|"Theatres"|"1805 NORTH ROAN STREET   "|"JOHNSON CITY   "|"TN "|"37601"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13298"|"Theatres"|"30632 SANTA MARGARITA PKY"|"RCHO STA MARG  "|"CA "|"92688"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12439"|"Theatres"|"JOE DOUTHAT              "|"KINGSPORT      "|"TN "|"37660"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11960"|"Theatres"|"ANDY STUBINSKI           "|"HOUSTON        "|"TX "|"77204"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"954"|"Theatres"|"P.O. BOX 97              "|"CHRISTIANSBURG "|"VA "|"24073"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16804"|"Theatres"|"1402 EVERETT MALL WAY    "|"EVERETT        "|"WA "|"98208"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13708"|"Theatres"|"311 NORTH RANDALL STREET "|"LAKE IN THE HIL"|"IL "|"60102"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15437"|"Theatres"|"3420 EAST BELL ROAD      "|"PHOENIX        "|"AZ "|"85250"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11221"|"Theatres"|"RECREATION CENTRE        "|"STE ANNE       "|"QC "|"J0N 1H0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"15629"|"Theatres"|"BARRYMORE THEATRE        "|"MADISON        "|"WI "|"53704"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7615"|"Theatres"|"1825 E ELLIOTT RD        "|"TEMPE          "|"AZ "|"85284"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1016090"|"Theatres"|"2575 CALIFORNIA STREET   "|"MOUNTAIN VIEW  "|"CA "|"94040"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6561"|"Theatres"|"1579 US HWY 68           "|"MAYSVILLE      "|"KY "|"41056"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5110"|"Theatres"|"114 S CHURCH ST          "|"THOMASTON      "|"GA "|"30286"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9516"|"Theatres"|"1119 J. C. STREET        "|"GARDEN CITY    "|"KS "|"67846"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9002"|"Theatres"|"DARRYL L. SCHULZ         "|"ROCKY FORD     "|"CO "|"81067"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13857"|"Theatres"|"785 MILNER AVE           "|"SCARBOROUGH    "|"ON "|"M1B 3C3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"916"|"Theatres"|"UNIT #100                "|"VICTORIA       "|"BC "|"V8N 6J1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"18040"|"Theatres"|"3800 MERLE HAY RD #1300  "|"DES MOINES     "|"IA "|"50310"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11087"|"Theatres"|"ALBERT DESBIENS          "|"MONTREAL       "|"QC "|"H2G 1N2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"11866"|"Theatres"|"%CENTER FOR THE ARTS     "|"BOSTON         "|"MA "|"02115"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18405"|"Theatres"|"318 BROADWAY ST.         "|"AUDUBON        "|"IA "|"50025"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18129"|"Theatres"|"234 CONVENTION CTR DR    "|"ALTOONA        "|"PA "|"16602"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2630"|"Theatres"|"HIGHWAY 95 & HIGHWAY 62  "|"CALVERT CITY   "|"KY "|"42029"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16419"|"Theatres"|"1700 SW 9TH AVE.         "|"BATTLE GROUND  "|"WA "|"98604"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2795"|"Theatres"|"1328 MONTANA AV          "|"SANTA MONICA   "|"CA "|"90403"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16511"|"Theatres"|"4355 YELLOWSTONE AVE.    "|"CHUBBUCK       "|"ID "|"83202"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"304"|"Theatres"|"MANAGER                  "|"CORTE MADERA   "|"CA "|"94925"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15310"|"Theatres"|"555 ENTERTAINMENT AVE    "|"SAFFORD        "|"AZ "|"85546"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16426"|"Theatres"|"2254 HWY 87 SOUTH        "|"FREDERICKSBURG "|"TX "|"78624"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17525"|"Theatres"|"1232 N. GALLERIA DRIVE   "|"NAMPA          "|"ID "|"83687"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17928"|"Theatres"|"2802 W TOWNE             "|"GLENDIVE       "|"MT "|"59330"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11015"|"Theatres"|"260 DE MAISONNEUVE OUEST "|"MONTREAL       "|"QC "|"H2X 1J7"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"6306"|"Theatres"|"353 MAIN STREET          "|"CARDSTON       "|"AB "|"T0K 0K0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17195"|"Theatres"|"4002 DEVILLE STREET      "|"MYRTLE BEACH   "|"SC "|"29577"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7393"|"Theatres"|"430 PIKE ST              "|"MARIETTA       "|"OH "|"45750"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5704"|"Theatres"|"ROBERT GRAN, JR.         "|"MADERA         "|"CA "|"93637"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1278"|"Theatres"|"1798 S WOODLAND BLVD     "|"DELAND         "|"FL "|"32720"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13551"|"Theatres"|"CORP.OFFICE/P.JERUE      "|"PHILADELPHIA   "|"PA "|"19110"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16469"|"Theatres"|"1919 SOUTH 14TH STREET   "|"UNION GAP      "|"WA "|"98903"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"852"|"Theatres"|"212 OLD YORK ROAD        "|"JENKINTOWN     "|"PA "|"19046"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15952"|"Theatres"|"39 DOTY STREET           "|"WAREHAM        "|"MA "|"02576"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3018"|"Theatres"|"460 BRANT STREET         "|"BURLINGTON     "|"ON "|"L7R 4B6"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16409"|"Theatres"|"9595 SIX PINES DR.       "|"THE WOODLANDS  "|"TX "|"77380"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4076"|"Theatres"|"16045 E. STATE HWY 33    "|"NEWTON         "|"IL "|"62448"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16899"|"Theatres"|"420 WOLF RANCH PARKWAY   "|"GEORGETOWN     "|"TX "|"78628"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17014"|"Theatres"|"1 GARDEN STATE PLAZA     "|"PARAMUS        "|"NJ "|"07652"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13973"|"Theatres"|"11 VETS RD /SR 23        "|"WINDHAM        "|"NY "|"12496"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18327"|"Theatres"|"6988 BEACH BLVD.         "|"BUENA PARK     "|"CA "|"90621"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1033968"|"Theatres"|"109 CULBRETH ROAD        "|"CHARLOTTESVILLE"|"VA "|"22903"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4932"|"Theatres"|"1104 S KANSAS            "|"LIBERAL        "|"KS "|"67901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"268"|"Theatres"|"P.O. BOX 351             "|"DAGSBORO       "|"DE "|"19939"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9950"|"Theatres"|"CALLE JUAN A. DAVILA     "|"HATO REY       "|"PR "|"00917"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16995"|"Theatres"|"9900 SOUTH I-35 SOUTH    "|"AUSTIN         "|"TX "|"78748"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14323"|"Theatres"|"6996 265TH NW            "|"STANWOOD       "|"WA "|"98292"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18456"|"Theatres"|"1145 MILITARY AVE.       "|"BAXTER SPRINGS "|"KS "|"66713"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15235"|"Theatres"|"2601 PRESTON ROAD,STE 300"|"FRISCO         "|"TX "|"75034"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10026"|"Theatres"|"STONE RIDGE PLZ.SHOP.CTR."|"GAHANNA        "|"OH "|"43230"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"27"|"Theatres"|"204 LAMAR, PO BOX P"    ""|"DAINGERFIELD   "|"TX "|"75638"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3840"|"Theatres"|"R. EARLYGROW             "|"POINT ARENA    "|"CA "|"95468"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6735"|"Theatres"|"(AMC THEATRE)            "|"FORT LAUDERDALE"|"FL "|"33306"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15698"|"Theatres"|"TIM LEAGUE               "|"AUSTIN         "|"TX "|"78701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11196"|"Theatres"|"AFFAIRES ETUDIANTES      "|"JONQUIERE      "|"QC "|"G7W 7W2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16276"|"Theatres"|"924 4TH ST.              "|"SIOUX CITY     "|"IA "|"51102"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14287"|"Theatres"|"555 ROHNERT PK EXPWAY W. "|"ROHNERT PARK   "|"CA "|"94928"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16546"|"Theatres"|"115 SEVENTH ST.          "|"MILFORD        "|"PA "|"18337"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16790"|"Theatres"|"3800 MALL RD             "|"LEXINGTON      "|"KY "|"40503"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7833"|"Theatres"|"11 EAST THIRD STREET     "|"LA JUNTA       "|"CO "|"81050"|""|"USA "|""|""|""|""|""
